Zeta Zeros,#FF00FF
0.5,1.028225356559742
0.5,1.352240439223097
0.5,1.5162746957909619
0.5,1.7196344810168953
0.5,1.8078553118015086
0.5,1.9629880379944158
0.5,2.068389183444071
0.5,2.1419454845335024
0.5,2.2792687434241174
0.5,2.329452723901477
0.5,2.417961003782441
0.5,2.511256501624625
0.5,2.5869581868331624
0.5,2.6249958383897587
0.5,2.7321610981807436
0.5,2.7802361888982765
0.5,2.8395360068693885
0.5,2.899069511107472
0.5,2.9831854786708143
0.5,3.0159321891061293
0.5,3.0652095496767906
0.5,3.1440857925785157
0.5,3.183724690778403
0.5,3.2413776427545975
0.5,3.2706955235596373
0.5,3.347630782070482
0.5,3.392035473944813
0.5,3.416885419489101
0.5,3.4765774204707127
0.5,3.526030653989295
0.5,3.5733413720484757
0.5,3.6068264508702894
0.5,3.6400580884449143
0.5,3.7136153808525316
0.5,3.729545809000844
0.5,3.775309831691092
0.5,3.81064861339474
0.5,3.857725831972007
0.5,3.9045752445391013
0.5,3.9329696131407577
0.5,3.9564232062357094
0.5,4.014257870560362
0.5,4.050461557836387
0.5,4.07677392169339
0.5,4.118487389661255
0.5,4.14012533685387
0.5,4.197386812274091
0.5,4.224753690376562
0.5,4.248065096197832
0.5,4.281269778492373
0.5,4.329115461194693
0.5,4.3524877688357595
0.5,4.395439813940306
0.5,4.409589685450167
0.5,4.443501115607064
0.5,4.492965393446128
0.5,4.516572119130579
0.5,4.536399419139612
0.5,4.573221405759696
0.5,4.602028600032617
0.5,4.64097189456906
0.5,4.666408529923852
0.5,4.695745628048506
0.5,4.708250626042184
0.5,4.7614487186308985
0.5,4.781716692156356
0.5,4.807076623595527
0.5,4.836026596581659
0.5,4.858929904170829
0.5,4.8928366054046
0.5,4.932054125788383
0.5,4.9426546570488865
0.5,4.966436929521174
0.5,4.99818514904541
0.5,5.035838778567699
0.5,5.050955890833301
0.5,5.082201127423154
0.5,5.105120881534247
0.5,5.121265794466477
0.5,5.167079584565742
0.5,5.184308780289294
0.5,5.2080034975723954
0.5,5.224778480465602
0.5,5.259584534146192
0.5,5.282615438697655
0.5,5.311639125142405
0.5,5.334284599244133
0.5,5.35061728258926
0.5,5.372644143290748
0.5,5.4117837644582965
0.5,5.433916546215296
0.5,5.443507890813182
0.5,5.477902159501807
0.5,5.490884775477848
0.5,5.523183334260508
0.5,5.548443775613123
0.5,5.573557316512179
0.5,5.5832066041051505
0.5,5.605484966978019
0.5,5.642270323035286
0.5,5.658386628418715
0.5,5.681417385820247
0.5,5.7006166277479124
0.5,5.72334351582077
0.5,5.739276376176723
0.5,5.778260229758802
0.5,5.790479748627152
0.5,5.809069890426767
0.5,5.827222567529547
0.5,5.853016123912581
0.5,5.88096591527258
0.5,5.894351460941017
0.5,5.9220402744647105
0.5,5.937683379137197
0.5,5.949177368183174
0.5,5.983252038097708
0.5,6.007558120273745
0.5,6.020472248073711
0.5,6.036402975069869
0.5,6.061295386071656
0.5,6.079748165779391
0.5,6.103477306829562
0.5,6.129070425332307
0.5,6.139440698991131
0.5,6.1609641198087495
0.5,6.172643917113976
0.5,6.211123535104067
0.5,6.219964259773167
0.5,6.2391772808343715
0.5,6.26076910832993
0.5,6.275401299342185
0.5,6.294962991896086
0.5,6.321454072206618
0.5,6.341398317347969
0.5,6.35774387770957
0.5,6.364794154749145
0.5,6.3926285359460175
0.5,6.414081467313232
0.5,6.434870800511773
0.5,6.446879539575418
0.5,6.471665670014219
0.5,6.481526903063839
0.5,6.498496343314248
0.5,6.5312802902391125
0.5,6.543217912428087
0.5,6.557469562296601
0.5,6.575009358321456
0.5,6.591752274722338
0.5,6.617057731475407
0.5,6.629550691540552
0.5,6.655254537402228
0.5,6.666194468369252
0.5,6.680864219181019
0.5,6.6963167166758
0.5,6.72480158424146
0.5,6.74228428964463
0.5,6.752387932432025
0.5,6.769060541649929
0.5,6.792787646996582
0.5,6.798960844524965
0.5,6.827583841327566
0.5,6.843835595520645
0.5,6.860268583177313
0.5,6.873059050919522
0.5,6.883980116679973
0.5,6.912020691172379
0.5,6.930101757996993
0.5,6.939999964231229
0.5,6.9618258655331555
0.5,6.973464213410058
0.5,6.989102833014121
0.5,7.00619346013598
0.5,7.032953642976864
0.5,7.044920713206083
0.5,7.053368280870527
0.5,7.07221430690273
0.5,7.088439894863373
0.5,7.109823186084488
0.5,7.12449817786905
0.5,7.139894892815709
0.5,7.158421965370907
0.5,7.168544904150475
0.5,7.179769715563864
0.5,7.21090650288527
0.5,7.219188535208312
0.5,7.239378539062523
0.5,7.244499194220273
0.5,7.26617641218339
0.5,7.2808797171379425
0.5,7.297343515255015
0.5,7.317311534774324
0.5,7.332693982375927
0.5,7.341884933913305
0.5,7.355689827810082
0.5,7.37211589460279
0.5,7.398455248862654
0.5,7.406400467287288
0.5,7.418294913709968
0.5,7.439923981256875
0.5,7.447927713111921
0.5,7.463300631638475
0.5,7.483923325076621
0.5,7.50238225887237
0.5,7.512545639615105
0.5,7.52618524705502
0.5,7.535083192757721
0.5,7.559281924429158
0.5,7.572756424969388
0.5,7.588184707820128
0.5,7.602520774895478
0.5,7.615184966481269
0.5,7.632386764151217
0.5,7.636655974206894
0.5,7.665285680562041
0.5,7.679635081356867
0.5,7.687243903131982
0.5,7.70115923289057
0.5,7.717055785580854
0.5,7.7301512960358565
0.5,7.750806822422831
0.5,7.759666494341934
0.5,7.780843155126064
0.5,7.790184023454545
0.5,7.798217697511147
0.5,7.814988247980699
0.5,7.836701710947763
0.5,7.850251808392688
0.5,7.8601574539369246
0.5,7.8724912179987765
0.5,7.889247801129791
0.5,7.9008250710380405
0.5,7.914216091546729
0.5,7.938216059874446
0.5,7.943694224805924
0.5,7.95976501558426
0.5,7.968963405129212
0.5,7.980948081451022
0.5,8.005154052860913
0.5,8.014392625157967
0.5,8.027035617361163
0.5,8.041725786489746
0.5,8.056707459946335
0.5,8.062048914292447
0.5,8.080407793339532
0.5,8.098861635377533
0.5,8.113787633229913
0.5,8.122086602719945
0.5,8.130101075657947
0.5,8.149415328296582
0.5,8.160794627681726
0.5,8.179385614671498
0.5,8.188879570145463
0.5,8.205030351042282
0.5,8.215707301743441
0.5,8.227625649358371
0.5,8.23552652036949
0.5,8.261797060973926
0.5,8.27091498750086
0.5,8.28013402787434
0.5,8.295417125823658
0.5,8.30436580599354
0.5,8.321087680218017
0.5,8.332638117034028
0.5,8.348274268834285
0.5,8.365485753432747
0.5,8.371260491271526
0.5,8.383817404709271
0.5,8.393404599126246
0.5,8.41263154501423
0.5,8.428049546096036
0.5,8.43958789778125
0.5,8.445566259092809
0.5,8.46532413655375
0.5,8.47344618746621
0.5,8.482743305354811
0.5,8.503418799008628
0.5,8.51634502013287
0.5,8.527794320280412
0.5,8.537140611664189
0.5,8.546345177016223
0.5,8.561867348967079
0.5,8.58076850366944
0.5,8.586415166512724
0.5,8.60279584918893
0.5,8.615191404139678
0.5,8.623319981002858
0.5,8.636427639279585
0.5,8.646150164089427
0.5,8.670707445933047
0.5,8.6750674031595
0.5,8.687201999430325
0.5,8.696384873918864
0.5,8.712131016733121
0.5,8.72155448029303
0.5,8.73780403907431
0.5,8.749903070296428
0.5,8.761585239112078
